"seqnames"	"start"	"end"	"width"	"strand"	"Conc"	"Conc_KO"	"Conc_WT"	"Fold"	"p.value"	"FDR"	"X26DKO"	"X960DKO"	"C922"	"C923"
"962"	"chr13"	101373700	101373900	201	"*"	4.1681741307375	4.11688030305895	4.21770669012504	-0.000109411911890897	0.853481450195189	0.999683670471574	24.42	10.28	16.68	20.53
"759"	"chr12"	80103749	80103949	201	"*"	4.54940544835407	4.54361736139961	4.55517040628857	-0.000125014321200021	0.853590696741476	0.999683670471574	25.4	21.25	13.34	33.68
"2552"	"chr5"	100429488	100429688	201	"*"	4.74415046061653	4.87251991955367	4.60323325590209	0.000125253027285267	0.854243480923083	0.999683670471574	26.37	32.21	10.01	38.61
"3382"	"chr9"	96364484	96364684	201	"*"	3.74732378256549	3.73399723251829	3.76052835765225	-7.99974060887937e-05	0.854428031744922	0.999683670471574	8.79	17.82	0	27.11
"2186"	"chr3"	129297037	129297237	201	"*"	3.73999431991779	3.88387727409061	3.58015564060853	9.24170485501712e-05	0.854500993786326	0.999683670471574	18.56	10.97	6.67	17.25
"2729"	"chr6"	83325988	83326188	201	"*"	3.73999431991779	3.88387727409061	3.58015564060853	9.24170485501712e-05	0.854500993786326	0.999683670471574	18.56	10.97	6.67	17.25
"2672"	"chr6"	39810830	39811030	201	"*"	4.21818099953616	4.02495253860589	4.38855958026529	-3.93149059032286e-05	0.855218396173251	0.999683670471574	19.54	13.02	0	41.89
"812"	"chr12"	112721792	112721992	201	"*"	4.15475339639361	4.12539847107976	4.18352292024941	-0.000111149201765998	0.855284987052059	0.999683670471574	20.51	14.39	13.34	23
"158"	"chr1"	125560770	125560970	201	"*"	5.07940230196334	5.0819064951002	5.07689375455298	-0.00011933284430098	0.855872090946646	0.999683670471574	47.86	19.88	10.01	57.5
"485"	"chr10"	127312214	127312414	201	"*"	2.03926677643418	2.30310358616735	1.71613423829379	4.75764275994458e-05	0.855944830388962	0.999683670471574	7.81	2.06	0	6.57
"2167"	"chr3"	116807933	116808133	201	"*"	3.59206539831503	3.6954114210889	3.48074109595883	8.86316641849729e-05	0.856316564434197	0.999683670471574	15.63	10.28	10.01	12.32
"1653"	"chr18"	76241469	76241669	201	"*"	5.12173073192008	5.07164849555936	5.17013256644651	-0.000145688733721069	0.856452955130533	0.999683670471574	43.95	23.3	36.69	35.32
"1837"	"chr2"	62664319	62664519	201	"*"	4.50429874780445	4.44661673770063	4.55976289932968	-0.000126637478899289	0.856463076062725	0.999683670471574	24.42	19.19	23.35	23.82
"148"	"chr1"	118459009	118459209	201	"*"	4.08185846378562	4.04606374368065	4.11678653969358	-0.000102810371723691	0.8567288812096	0.999683670471574	23.44	9.6	13.34	21.36
"1080"	"chr14"	73170040	73170240	201	"*"	2.19316006503208	2.55104169664215	1.71613423829379	1.98898333800819e-05	0.856863529256731	0.999683670471574	11.72	0	0	6.57
"1765"	"chr2"	11602876	11603076	201	"*"	3.36310799592515	3.23119156189247	3.48396638455123	-8.08961968146061e-05	0.856944010646202	0.999683670471574	7.81	10.97	13.34	9.04
"1760"	"chr2"	5951152	5951352	201	"*"	4.19071269697089	4.16521450401893	4.2157680502677	-0.000110617417996311	0.857063082331355	0.999683670471574	21.49	14.39	13.34	23.82
"1401"	"chr17"	17294089	17294289	201	"*"	5.39056053173486	5.40696670262807	5.373965643523	0.000150579675816026	0.857196494584217	0.999683670471574	54.7	30.16	53.37	29.57
"3256"	"chr8"	117667469	117667669	201	"*"	3.37780652970692	3.55208105083007	3.1795498743976	7.55740851400538e-05	0.857199387561134	0.999683670471574	16.6	6.85	3.34	14.78
"2076"	"chr3"	53863837	53864037	201	"*"	4.8394142747797	4.82578009565798	4.85292080955047	-0.00013576891553027	0.857383790180117	0.999683670471574	29.3	27.42	20.01	37.78
"1105"	"chr14"	103070323	103070523	201	"*"	4.10815736039473	4.30058167342378	3.88605923973611	4.28807332411019e-05	0.857640515497096	0.999683670471574	19.54	19.88	0	29.57
"2646"	"chr6"	22355986	22356186	201	"*"	3.85291786537906	4.01274003255747	3.67315904886822	8.90301999600115e-05	0.858121266566579	0.999683670471574	11.72	20.56	3.34	22.18
"2909"	"chr7"	39552491	39552691	201	"*"	4.77996637758885	4.83099736586258	4.72706392214989	0.00013544156753956	0.858345373450989	0.999683670471574	25.4	31.53	26.68	26.28
"2473"	"chr5"	32458812	32459012	201	"*"	5.27522584463184	5.2384171012932	5.31111877181105	-0.000159226470587649	0.858539768173346	0.999683670471574	37.12	38.38	36.69	42.71
"638"	"chr11"	96829971	96830171	201	"*"	6.22706956531525	6.19554960139006	6.25791558007369	-0.000197472410843371	0.858681198669595	0.999683670471574	80.09	66.49	73.38	79.67
"269"	"chr1"	184882900	184883100	201	"*"	3.22359764714597	3.20731743261372	3.23969619435081	-6.49911159968171e-05	0.858760290115522	0.999683670471574	13.67	4.8	0	18.89
"563"	"chr11"	49203578	49203778	201	"*"	3.61748822420923	3.61193028486722	3.62302483390231	-7.56553060173448e-05	0.85910994384432	0.999683670471574	10.74	13.71	0	24.64
"1741"	"chr19"	46395133	46395333	201	"*"	5.5658559752787	5.53484088228713	5.59621831337877	-0.000171010931185722	0.85948700076475	0.999683670471574	42	50.72	43.36	53.39
"2175"	"chr3"	122984334	122984534	201	"*"	4.78083274180829	4.74834602376902	4.8126040025852	-0.000119769192053263	0.859839980262542	0.999683670471574	40.05	13.71	23.35	32.86
"1175"	"chr15"	55265995	55266195	201	"*"	3.92683199654701	3.87884810084634	3.97327119137115	-9.63128840982795e-05	0.859875694261527	0.999683670471574	20.51	8.91	13.34	18.07
"1044"	"chr14"	52019586	52019786	201	"*"	3.88144678970979	3.82578009565799	3.93504513324757	-9.86323170786211e-05	0.860268838125645	0.999683670471574	14.65	13.71	13.34	17.25
"443"	"chr10"	95940616	95940816	201	"*"	3.5456850507065	3.510370645816	3.58015564060853	-8.32472387593834e-05	0.860293487171188	0.999683670471574	9.77	13.02	6.67	17.25
"69"	"chr1"	55405708	55405908	201	"*"	4.14974949047019	4.03854648395008	4.25299097921826	-0.000107084838516997	0.860312293514848	0.999683670471574	13.67	19.19	23.35	14.78
"1733"	"chr19"	42659871	42660071	201	"*"	3.63812617187025	3.83014077411173	3.41657395643489	7.46067066034808e-05	0.860351474679447	0.999683670471574	19.54	8.91	0	21.36
"2314"	"chr4"	56802401	56802601	201	"*"	3.74299383331686	3.66843713732778	3.81388612781654	-9.29930986586999e-05	0.860549162091091	0.999683670471574	11.72	13.71	13.34	14.78
"76"	"chr1"	59237109	59237309	201	"*"	3.13021134520986	3.33896348026881	2.88605923973611	6.44620103134641e-05	0.860753528869191	0.999683670471574	12.7	7.54	0	14.78
"1738"	"chr19"	45783628	45783828	201	"*"	4.12178731567954	4.09244931490463	4.15054058312557	-0.0001034773984335	0.860792423939607	0.999683670471574	22.47	11.65	13.34	22.18
"2820"	"chr6"	148212022	148212222	201	"*"	4.94484930272948	4.93770595162775	4.95195745848222	-0.000128466399589866	0.861372357049621	0.999683670471574	40.05	21.25	20.01	41.89
"2836"	"chr7"	6156059	6156259	201	"*"	4.49806468516892	4.46240673592187	4.53286252116991	-0.000118106528482241	0.861445026193353	0.999683670471574	28.33	15.76	20.01	26.28
"692"	"chr12"	16894525	16894725	201	"*"	3.34055233574493	3.5404359703586	3.10845166107255	6.87113633034348e-05	0.861446069614865	0.999683670471574	13.67	9.6	0	17.25
"260"	"chr1"	178369238	178369438	201	"*"	3.79554344427468	3.733081048301	3.85541334675484	-9.37525316409115e-05	0.861541814303841	0.999683670471574	15.63	10.97	13.34	15.61
"2295"	"chr4"	43040286	43040486	201	"*"	5.19654171531878	5.13983969148251	5.25109920869162	-0.000151938810214314	0.86158256426658	0.999683670471574	34.19	36.33	40.03	36.14
"1611"	"chr18"	39491462	39491662	201	"*"	4.04958612825996	4.1925126669383	3.89092710231546	9.77710463762071e-05	0.861657456900745	0.999683670471574	21.49	15.08	6.67	23
"2154"	"chr3"	107333085	107333285	201	"*"	6.3082720433651	6.2482133386715	6.36593013640944	-0.000178017061434042	0.861935695400429	0.999683670471574	93.77	58.26	100.07	64.89
"950"	"chr13"	92530893	92531093	201	"*"	3.57461274593445	3.71154324335957	3.42330970905031	8.2527427895721e-05	0.861997676065656	0.999683670471574	16.6	9.6	6.67	14.78
"1547"	"chr17"	84790617	84790817	201	"*"	4.68004436161784	4.60585567977832	4.75060385445171	-0.000128059817336931	0.862329422816927	0.999683670471574	25.4	23.3	30.02	23.82
"3356"	"chr9"	78527463	78527663	201	"*"	3.43583616788936	3.39292414761518	3.47750858075342	-7.21412268726325e-05	0.862465971086179	0.999683670471574	17.58	3.43	6.67	15.61
"1950"	"chr2"	140395338	140395538	201	"*"	5.50766730215626	5.51146149002225	5.50386310952178	-0.000151702502273298	0.862602820302831	0.999683670471574	50.79	40.44	26.68	64.07
"3092"	"chr8"	10899719	10899919	201	"*"	3.41177832664388	3.40696670262807	3.41657395643489	-6.82817973409601e-05	0.862783880638801	0.999683670471574	13.67	7.54	0	21.36
"770"	"chr12"	86149374	86149574	201	"*"	3.15312758947008	3.13033481828237	3.17556585693109	-6.28693950504096e-05	0.862969725595313	0.999683670471574	5.86	11.65	0	18.07
"1716"	"chr19"	28011617	28011817	201	"*"	3.85602861852728	3.76979207563954	3.93739985997327	-9.50566854904179e-05	0.86316981944556	0.999683670471574	15.63	11.65	16.68	13.96
"1782"	"chr2"	23040144	23040344	201	"*"	3.70573256287036	3.68967902420545	3.72160943044314	-8.38827555954169e-05	0.863515897986779	0.999683670471574	17.58	8.23	6.67	19.71
"575"	"chr11"	55461264	55461464	201	"*"	4.46137095761035	4.47524425579991	4.44736295408351	-0.000103907360988872	0.863869963934717	0.999683670471574	27.35	17.14	6.67	36.96
"2860"	"chr7"	19345312	19345512	201	"*"	3.51816745558724	3.70680833284007	3.30109673901495	7.14181722530814e-05	0.864149340144257	0.999683670471574	11.72	14.39	0	19.71
"441"	"chr10"	95623485	95623685	201	"*"	2.46631255187902	2.39996251055611	2.52974482931954	-5.45582014374222e-05	0.864429589816422	0.999683670471574	7.81	2.74	3.34	8.21
"2745"	"chr6"	91473503	91473703	201	"*"	5.20649337800893	5.17892815028279	5.23354178292923	-0.00014534449233274	0.864572162811543	0.999683670471574	42.98	29.47	33.36	41.89
"1199"	"chr15"	77746448	77746648	201	"*"	4.51611094346445	4.53137658160764	4.50068204545805	-0.000105410850988038	0.864649751622664	0.999683670471574	26.37	19.88	6.67	38.61
"1657"	"chr18"	80215194	80215394	201	"*"	4.20287825556921	4.19184598551122	4.21382680183262	-9.40329681943988e-05	0.864651949245078	0.999683670471574	28.33	8.23	10.01	27.11
"1152"	"chr15"	38431713	38431913	201	"*"	4.31513969267863	4.3254559110871	4.30474917491541	-0.000101932126782365	0.864778346158707	0.999683670471574	19.54	20.56	6.67	32.86
"1133"	"chr15"	11399661	11399861	201	"*"	4.73056508406268	4.71436917825428	4.74658118886571	-0.000123870451700419	0.864778505675234	0.999683670471574	31.26	21.25	20.01	33.68
"2325"	"chr4"	72049629	72049829	201	"*"	3.34764669510985	3.33162037039303	3.36349694393343	-7.00382365998899e-05	0.864820955114088	0.999683670471574	14.65	5.48	3.34	17.25
"1071"	"chr14"	64440707	64440907	201	"*"	4.04462436661074	4.04680129546171	4.04244414795725	-9.5213052193067e-05	0.864987199736563	0.999683670471574	16.6	16.45	6.67	26.28
"1329"	"chr16"	57231410	57231610	201	"*"	4.42418828190298	4.53137658160764	4.30839238737868	0.000112426973851146	0.865077178251838	0.999683670471574	26.37	19.88	13.34	26.28
"2211"	"chr3"	144570275	144570475	201	"*"	5.29852637066611	5.28766989997864	5.30930175478543	-0.00014600326395277	0.865325623628528	0.999683670471574	45.91	32.21	30.02	49.28
"1197"	"chr15"	76695877	76696077	201	"*"	4.08876062773212	4.12539847107976	4.05116805258537	0.000100622968002905	0.865399209830592	0.999683670471574	20.51	14.39	20.01	13.14
"2987"	"chr7"	98656616	98656816	201	"*"	4.48739736145099	4.46911492122553	4.50545101513678	-0.000116097309230031	0.865429171224707	0.999683670471574	24.42	19.88	16.68	28.75
"831"	"chr13"	8885703	8885903	201	"*"	4.89694871360249	4.95653115722879	4.83479914952566	0.000133734082455906	0.865620828177061	0.999683670471574	31.26	30.84	26.68	30.39
"1269"	"chr16"	14939629	14939829	201	"*"	4.10024719947669	4.28670816610024	3.88605923973611	3.91138943877721e-05	0.86564239048746	0.999683670471574	13.67	25.36	0	29.57
"837"	"chr13"	12565642	12565842	201	"*"	5.02339237504452	4.97865988154144	5.06677949423793	-0.000135208868798833	0.865654977849892	0.999683670471574	39.07	23.99	33.36	33.68
"436"	"chr10"	92722472	92722672	201	"*"	5.91220027565077	5.91124516542993	5.91315475397644	-0.000163737597684984	0.865824161691032	0.999683670471574	70.33	50.04	40.03	80.5
"1617"	"chr18"	44555927	44556127	201	"*"	3.5212178062561	3.51579491947349	3.52662038548305	-7.4909272092041e-05	0.865965950849534	0.999683670471574	14.65	8.23	3.34	19.71
"790"	"chr12"	101718250	101718450	201	"*"	3.69812619922711	3.67425438983911	3.72160943044314	-8.34738574512228e-05	0.866110793233245	0.999683670471574	9.77	15.76	6.67	19.71
"1756"	"chr2"	3332791	3332991	201	"*"	2.96046031859078	3.16933954129354	2.71613423829379	5.91529917801072e-05	0.866570081393807	0.999683670471574	9.77	8.23	0	13.14
"1521"	"chr17"	71002263	71002463	201	"*"	3.89825633835654	3.9079518535526	3.88849522413422	-8.53537882328649e-05	0.866776493301414	0.999683670471574	15.63	14.39	3.34	26.28
"1292"	"chr16"	31663828	31664028	201	"*"	3.5158887483368	3.65084330320102	3.36699495776106	7.64665033851962e-05	0.866919807306555	0.999683670471574	17.58	7.54	6.67	13.96
"2068"	"chr3"	42409103	42409303	201	"*"	3.41525610768296	3.41393705402405	3.41657395643489	-6.69607585335601e-05	0.86709368124818	0.999683670471574	11.72	9.6	0	21.36
"969"	"chr13"	104286879	104287079	201	"*"	4.01199069446513	3.97630737149566	4.04681269438803	-9.56136479063341e-05	0.867186123258568	0.999683670471574	20.51	10.97	13.34	19.71
"1179"	"chr15"	58134938	58135138	201	"*"	3.95208390002257	3.84568950632643	4.05116805258537	-9.54330016635316e-05	0.867248992596719	0.999683670471574	13.67	15.08	20.01	13.14
"3145"	"chr8"	54530023	54530223	201	"*"	5.24172952217871	5.23612917919822	5.24730820943833	-0.000138299563083292	0.867392142366133	0.999683670471574	45.91	29.47	26.68	49.28
"2563"	"chr5"	110058099	110058299	201	"*"	4.06450660983493	3.96841669076011	4.15459421316122	-9.73298711882199e-05	0.867528406008726	0.999683670471574	10.74	20.56	20.01	15.61
"1915"	"chr2"	119972262	119972462	201	"*"	3.79785163309989	3.86532789993797	3.72706392214989	8.95168654760465e-05	0.867815463434693	0.999683670471574	12.7	16.45	13.34	13.14
"3126"	"chr8"	36820551	36820751	201	"*"	3.49455567468208	3.45848670766389	3.52974482931954	-7.01315105961243e-05	0.867840304250127	0.999683670471574	18.56	3.43	6.67	16.43
"1553"	"chr17"	87107310	87107510	201	"*"	4.68164074091692	4.68727735868787	4.67598201444106	-0.00011429051137689	0.867922167389352	0.999683670471574	30.28	21.25	13.34	37.78
"632"	"chr11"	94589584	94589784	201	"*"	2.96443287180827	3.17620682255781	2.71613423829379	5.54786689808798e-05	0.867984620899429	0.999683670471574	14.65	3.43	0	13.14
"2111"	"chr3"	84814366	84814566	201	"*"	4.11216236111156	4.07273524501764	4.15054058312557	-9.80050885632362e-05	0.868099242681812	0.999683670471574	11.72	21.93	13.34	22.18
"1042"	"chr14"	50930907	50931107	201	"*"	4.43000221948107	4.5704005383182	4.27445313689934	0.000101667410500371	0.86827733010165	0.999683670471574	28.33	19.19	6.67	32.03
"241"	"chr1"	172633026	172633226	201	"*"	4.90902515245484	5.02114339887944	4.78745390690318	0.00011996200707117	0.868765252314301	0.999683670471574	29.3	35.64	13.34	41.89
"1459"	"chr17"	36186562	36186762	201	"*"	1.63594819331158	1.55104169664215	1.71613423829379	-3.45649641658183e-05	0.868866696782557	0.999683670471574	5.86	0	0	6.57
"958"	"chr13"	100015432	100015632	201	"*"	3.09070397794502	3.07273524501764	3.10845166107255	-5.91776172768933e-05	0.868956665748248	0.999683670471574	5.86	10.97	0	17.25
"679"	"chr12"	3309972	3310172	201	"*"	4.35162784961869	4.37037469986301	4.33263418599121	-9.37989895356984e-05	0.869038893490871	0.999683670471574	21.49	19.88	3.34	36.96
"374"	"chr10"	66910166	66910366	201	"*"	3.37328416954908	3.25339963804894	3.48396638455123	-7.39538188756038e-05	0.87008449021344	0.999683670471574	8.79	10.28	13.34	9.04
"3214"	"chr8"	88199260	88199460	201	"*"	3.66544910947272	3.6576977457388	3.67315904886822	-7.57872056077562e-05	0.870092366264409	0.999683670471574	8.79	16.45	3.34	22.18
"799"	"chr12"	108758038	108758238	201	"*"	3.80186798902823	3.79495220817159	3.8087507761221	-8.15770133257113e-05	0.870220873093252	0.999683670471574	19.54	8.23	6.67	21.36
"2023"	"chr3"	14611182	14611382	201	"*"	4.96363868618586	4.97865988154144	4.94845944465458	-0.000110857806221739	0.870343143184896	0.999683670471574	39.07	23.99	10.01	51.75
"1361"	"chr16"	87432578	87432778	201	"*"	3.93993557457926	3.95414225501725	3.92558760392274	-7.72293382996511e-05	0.87039864644143	0.999683670471574	16.6	14.39	0	30.39
"2858"	"chr7"	19149254	19149454	201	"*"	4.77189134201975	4.77791945085063	4.76583793981809	-0.000114809068579756	0.870465753792843	0.999683670471574	25.4	29.47	13.34	41.07
"3457"	"chrX"	94542085	94542285	201	"*"	4.28378177355424	4.37752366299685	4.18352292024941	0.000103556480778911	0.870761426109914	0.999683670471574	17.58	23.99	13.34	23
"201"	"chr1"	156036253	156036453	201	"*"	4.01007019302303	3.97236742578538	4.04681269438803	-9.54466319399037e-05	0.870891924836415	0.999683670471574	15.63	15.76	13.34	19.71
"2711"	"chr6"	67037398	67037598	201	"*"	4.88093286623068	4.89097764035364	4.87081766466087	-0.000112453072653838	0.871018805013186	0.999683670471574	38.09	21.25	13.34	45.18
"577"	"chr11"	57801440	57801640	201	"*"	4.33704861128182	4.45056910724981	4.21382680183262	9.96356646389818e-05	0.871470758109292	0.999683670471574	15.63	28.1	10.01	27.11
"276"	"chr1"	191575577	191575777	201	"*"	4.46785656692446	4.58849031692089	4.33620774339449	0.000104931550686806	0.87225854109906	0.999683670471574	23.44	24.68	10.01	30.39
"1412"	"chr17"	23802995	23803195	201	"*"	4.90918747430841	5.00083497414061	4.81132073691367	0.000120166336630849	0.872376937693132	0.999683670471574	40.05	23.99	20.01	36.14
"3236"	"chr8"	105605008	105605208	201	"*"	3.00478603384745	3.10613252636195	2.89577859523768	6.1491457291894e-05	0.872877342295155	0.999683670471574	4.88	12.34	6.67	8.21
"1774"	"chr2"	18064582	18064782	201	"*"	3.57057597017762	3.7543020420147	3.35999042806852	6.78756097889374e-05	0.873093378412371	0.999683670471574	14.65	12.34	0	20.53
"961"	"chr13"	100786473	100786673	201	"*"	4.07385934052926	4.06759746863112	4.08009415082167	-9.22579707578846e-05	0.873126717215297	0.999683670471574	20.51	13.02	10.01	23.82
"1894"	"chr2"	110305708	110305908	201	"*"	3.94534095839331	3.87463239900692	4.01274530341734	-9.18027103160041e-05	0.873212016280252	0.999683670471574	15.63	13.71	16.68	15.61
"1913"	"chr2"	119547565	119547765	201	"*"	4.73755564824597	4.72983236703017	4.74523780393767	-0.000103169974634371	0.873393545559992	0.999683670471574	40.05	13.02	16.68	36.96
"655"	"chr11"	103966487	103966687	201	"*"	6.02194802425709	5.974532566814	6.06785459003738	-0.000172169393764312	0.873458588349239	0.999683670471574	65.44	60.32	73.38	60.78
"1240"	"chr15"	100038579	100038779	201	"*"	3.37473222706248	3.49180939035098	3.24730820943833	7.08521360208127e-05	0.873566400420706	0.999683670471574	8.79	13.71	6.67	12.32
"1226"	"chr15"	89429604	89429804	201	"*"	3.65728773191435	3.81968106670628	3.4742688064782	6.85014613808924e-05	0.873583595896091	0.999683670471574	23.44	4.8	3.34	18.89
"1158"	"chr15"	39943911	39944111	201	"*"	4.50085632506043	4.49784326093676	4.50386310952178	-0.000106746405286089	0.873606466625623	0.999683670471574	20.51	24.68	13.34	32.03
"906"	"chr13"	64161696	64161896	201	"*"	4.29208150488055	4.42432984044882	4.14647553125316	9.45285249980234e-05	0.873918815068494	0.999683670471574	17.58	25.36	6.67	28.75
"123"	"chr1"	91413198	91413398	201	"*"	4.5521417184171	4.46295943483703	4.63613055330652	-0.000111562980500163	0.87394315737666	0.999683670471574	21.49	22.62	30.02	19.71
"2825"	"chr7"	4136942	4137142	201	"*"	4.88653178728298	4.8796762638029	4.89335488809983	-0.000120531910576873	0.874160948643147	0.999683670471574	27.35	31.53	20.01	39.43
"3426"	"chr9"	121857574	121857774	201	"*"	4.85308589404837	4.80780479383793	4.8969889235922	-0.000118596170317216	0.874308047190093	0.999683670471574	36.14	19.88	30.02	29.57
"243"	"chr1"	174907706	174907906	201	"*"	4.89553191174633	4.97395101909666	4.8126040025852	0.000115130194074733	0.874713734874257	0.999683670471574	42.98	19.88	23.35	32.86
"2086"	"chr3"	62338700	62338900	201	"*"	3.44891123297603	3.41973554031062	3.47750858075342	-6.81394834790207e-05	0.874780836883795	0.999683670471574	16.6	4.8	6.67	15.61
"688"	"chr12"	9030124	9030324	201	"*"	3.56001027739851	3.68487168843161	3.42330970905031	7.55451282548384e-05	0.874826642800196	0.999683670471574	12.7	13.02	6.67	14.78
"1872"	"chr2"	84715578	84715778	201	"*"	4.94673319714769	4.96526738007955	4.92795780495676	-0.000102243546250792	0.87512763875037	0.999683670471574	37.12	25.36	6.67	54.21
"1216"	"chr15"	82244442	82244642	201	"*"	4.07801554634947	4.21198173398749	3.93032411837793	8.93499984657636e-05	0.875496396604355	0.999683670471574	18.56	18.51	6.67	23.82
"1708"	"chr19"	23135754	23135954	201	"*"	4.35221706325898	4.45001164021619	4.24730820943833	0.000101621152468254	0.876548812541381	0.999683670471574	22.47	21.25	13.34	24.64
"783"	"chr12"	98901352	98901552	201	"*"	3.72811230938005	3.63401421133884	3.81644696505415	-7.88700911336554e-05	0.876770972676349	0.999683670471574	16.6	8.23	16.68	11.5
"1854"	"chr2"	73386536	73386736	201	"*"	5.57512151173445	5.56779168236149	5.5824142889753	-0.000147539431571283	0.87683492004048	0.999683670471574	46.88	47.98	36.69	59.14
"2740"	"chr6"	87887779	87887979	201	"*"	3.41694453712509	3.41393705402405	3.41994576378145	-6.73984049381614e-05	0.876913546437455	0.999683670471574	11.72	9.6	3.34	18.07
"2889"	"chr7"	28962244	28962444	201	"*"	3.82083298089041	3.8353423267972	3.80617622913152	-7.60143526054936e-05	0.877085545680216	0.999683670471574	17.58	10.97	3.34	24.64
"461"	"chr10"	111298555	111298755	201	"*"	3.68144268222134	3.68967902420545	3.67315904886822	-7.13566310239326e-05	0.877370705553319	0.999683670471574	17.58	8.23	3.34	22.18
"2853"	"chr7"	16400002	16400202	201	"*"	4.74526961032625	4.85297984657253	4.62886430111147	0.000108670690352621	0.878424760880052	0.999683670471574	28.33	29.47	13.34	36.14
"1933"	"chr2"	130424294	130424494	201	"*"	2.94689699923956	3.14578811527041	2.71613423829379	5.35871186934517e-05	0.878602922814143	0.999683670471574	8.79	8.91	0	13.14
"2221"	"chr3"	149170234	149170434	201	"*"	3.30585263601736	3.31059290653043	3.30109673901495	-5.79300317591398e-05	0.878677644167793	0.999683670471574	13.67	6.17	0	19.71
"2436"	"chr4"	155992416	155992616	201	"*"	3.56745353930231	3.74879936713509	3.35999042806852	6.40691865425453e-05	0.878972692996287	0.999683670471574	16.6	10.28	0	20.53
"1604"	"chr18"	36734800	36735000	201	"*"	3.64942090490699	3.80559208286366	3.4742688064782	7.18334801448485e-05	0.879152998487878	0.999683670471574	15.63	12.34	3.34	18.89
"2283"	"chr4"	38334823	38335023	201	"*"	3.44946912529436	3.42087389017406	3.47750858075342	-6.97037640055826e-05	0.879316145623249	0.999683670471574	9.77	11.65	6.67	15.61
"1490"	"chr17"	56036645	56036845	201	"*"	4.25690845834656	4.35596961234138	4.15054058312557	9.04260356046341e-05	0.879488502216973	0.999683670471574	29.3	11.65	13.34	22.18
"196"	"chr1"	152902924	152903124	201	"*"	4.49416447061025	4.42376213960905	4.56129048737599	-0.000104780545291949	0.87964550558191	0.999683670471574	24.42	18.51	26.68	20.53
"754"	"chr12"	76255133	76255333	201	"*"	4.75922853131324	4.85725920210485	4.65404792039376	0.000106007625051605	0.879730584030993	0.999683670471574	38.09	19.88	16.68	33.68
"3251"	"chr8"	114439378	114439578	201	"*"	4.55966625762919	4.5641481421216	4.55517040628857	-9.76715863471012e-05	0.88005357659591	0.999683670471574	32.23	15.08	13.34	33.68
"1728"	"chr19"	40370471	40370671	201	"*"	3.38969712069885	3.57611513764905	3.17556585693109	5.9597556343586e-05	0.88010191593848	0.999683670471574	15.63	8.23	0	18.07
"3148"	"chr8"	57511658	57511858	201	"*"	5.60182489678173	5.59669554303008	5.60693607823464	-0.000135152069145091	0.880158634208346	0.999683670471574	62.51	34.27	36.69	60.78
"2560"	"chr5"	108708512	108708712	201	"*"	3.44551373697798	3.41279321533605	3.47750858075342	-6.14159099415569e-05	0.88026700802813	0.999683670471574	18.56	2.74	6.67	15.61
"834"	"chr13"	12258135	12258335	201	"*"	4.58349533598721	4.55890298045028	4.60767550362555	-0.000107652259145444	0.880313091758001	0.999683670471574	22.47	24.68	20.01	28.75
"2810"	"chr6"	140281129	140281329	201	"*"	4.26302369363416	4.28227967034761	4.24350722224752	-8.84865209259293e-05	0.880388587683231	0.999683670471574	22.47	16.45	6.67	31.21
"431"	"chr10"	89686254	89686454	201	"*"	3.93097784725085	3.93163128003357	3.93032411837793	-8.09182015702651e-05	0.880431978487673	0.999683670471574	12.7	17.82	6.67	23.82
"1529"	"chr17"	73035216	73035416	201	"*"	3.93503230238439	3.93972517136611	3.93032411837793	-7.66288603190806e-05	0.88123281101068	0.999683670471574	22.47	8.23	6.67	23.82
"1190"	"chr15"	75704106	75704306	201	"*"	4.70551082315883	4.77566038937695	4.63177519510919	0.000107091588151505	0.881357489816857	0.999683670471574	20.51	34.27	20.01	29.57
"1768"	"chr2"	13456373	13456573	201	"*"	1.97937919593023	2.20192199260019	1.71613423829379	3.72320982458845e-05	0.881384240058554	0.999683670471574	0.98	8.23	0	6.57
"1377"	"chr16"	94569450	94569650	201	"*"	4.48005695262404	4.58489874273011	4.36699495776106	9.59330057531783e-05	0.881704449485494	0.999683670471574	32.23	15.76	13.34	27.93
"1759"	"chr2"	5895143	5895343	201	"*"	3.00016181355205	3.09749949933752	2.89577859523768	5.83338025457953e-05	0.881826766459439	0.999683670471574	6.84	10.28	6.67	8.21
"2348"	"chr4"	95967103	95967303	201	"*"	5.3875511016447	5.39379400583814	5.38128106538531	-0.000126766375160035	0.882002914007274	0.999683670471574	49.81	34.27	26.68	56.68
"1460"	"chr17"	36271685	36271885	201	"*"	3.58282562259542	3.58849031692089	3.57713859832861	-6.8218838957534e-05	0.882028947732429	0.999683670471574	11.72	12.34	3.34	20.53
"1155"	"chr15"	39112668	39112868	201	"*"	4.4022523402205	4.546791752359	4.24160296670175	8.61659950286006e-05	0.882329870687553	0.999683670471574	23.44	23.3	3.34	34.5
"695"	"chr12"	21373509	21373709	201	"*"	3.8466696406779	3.79582994337878	3.89577859523768	-8.15601175268457e-05	0.882506054364255	0.999683670471574	12.7	15.08	13.34	16.43
"283"	"chr10"	7140369	7140569	201	"*"	3.31965559873374	3.50385200077062	3.10845166107255	5.79524568701614e-05	0.882666750122704	0.999683670471574	11.72	10.97	0	17.25
